XXX ; /tmp/gals-1626859171/ ; 50-110% ; 600 ; 10 ; 20 ; 10000 ; 6000000 ; 119991 ; 593 ;    2.09 ;    2.16 ; 517;0.01 ; 1;0.00 ; 35455;0.59 
XXX ; /tmp/gals-1626859775/ ; 50-110% ; 600 ; 10 ; 20 ; 10000 ; 6000000 ; 119981 ; 595 ;    2.92 ;    2.16 ; 127;0.00 ; 1;0.00 ; 36991;0.62 
XXX ; /tmp/gals-1626860379/ ; 50-110% ; 600 ; 10 ; 20 ; 10000 ; 6000000 ; 120003 ; 572 ;    2.70 ;    2.23 ; 1309;0.02 ; 1;0.00 ; 35744;0.60 
XXX ; /tmp/gals-1626860983/ ; 50-110% ; 600 ; 10 ; 20 ; 10000 ; 6000000 ; 119990 ; 585 ;    2.15 ;    2.19 ; 728;0.01 ; 0;0.00 ; 36010;0.60 
XXX ; /tmp/gals-1626861587/ ; 50-110% ; 600 ; 10 ; 40 ; 10000 ; 6000000 ; 240239 ; 577 ;    1.85 ;    2.22 ; 7819;0.13 ; 947;0.39 ; 59614;0.99 
XXX ; /tmp/gals-1626862191/ ; 50-110% ; 600 ; 10 ; 40 ; 10000 ; 6000000 ; 240282 ; 636 ;    2.49 ;    2.23 ; 8923;0.15 ; 1000;0.42 ; 62981;1.05 
XXX ; /tmp/gals-1626862795/ ; 50-110% ; 600 ; 10 ; 40 ; 10000 ; 6000000 ; 240184 ; 619 ;    2.75 ;    2.22 ; 6252;0.10 ; 933;0.39 ; 61174;1.02 
XXX ; /tmp/gals-1626863399/ ; 50-110% ; 600 ; 10 ; 40 ; 10000 ; 6000000 ; 240151 ; 597 ;    2.29 ;    2.20 ; 5346;0.09 ; 902;0.38 ; 61081;1.02 
XXX ; /tmp/gals-1626864003/ ; 50-110% ; 600 ; 10 ; 40 ; 10000 ; 6000000 ; 240169 ; 613 ;    2.61 ;    2.23 ; 5655;0.09 ; 1081;0.45 ; 60955;1.02 
XXX ; /tmp/gals-1626864608/ ; 50-110% ; 600 ; 10 ; 50 ; 10000 ; 6000000 ; 300123 ; 587 ;    2.22 ;    2.19 ; 3981;0.07 ; 2183;0.73 ; 69233;1.15 
XXX ; /tmp/gals-1626865212/ ; 50-110% ; 600 ; 10 ; 50 ; 10000 ; 6000000 ; 300076 ; 592 ;    2.24 ;    2.15 ; 3054;0.05 ; 2087;0.70 ; 69881;1.16 
XXX ; /tmp/gals-1626865816/ ; 50-110% ; 600 ; 10 ; 50 ; 10000 ; 6000000 ; 300065 ; 594 ;    1.69 ;    2.17 ; 2874;0.05 ; 2195;0.73 ; 67605;1.13 
XXX ; /tmp/gals-1626866420/ ; 50-110% ; 600 ; 10 ; 50 ; 10000 ; 6000000 ; 300077 ; 586 ;    1.83 ;    2.15 ; 3171;0.05 ; 2212;0.74 ; 67326;1.12 
XXX ; /tmp/gals-1626867024/ ; 50-110% ; 600 ; 10 ; 50 ; 10000 ; 6000000 ; 300398 ; 600 ;    3.35 ;    2.31 ; 9980;0.17 ; 2297;0.76 ; 69381;1.16 
